NAME,,,,CODE,,,Digit Match Level,,,,Count
PEG-40 CASTOR OIL,,,,,9672502007,,10 digit,,,,"4,158"
PEG-7 GLYCERYL COCOATE,,,,,9672502010,,10 digit,,,,"4,159"
PEG-KCL-NACL-NASULF-NA ASC-C,,,,,4699200630,,10 digit,,,,"4,160"
PEGADEMASE BOVINE,,,,,2000005000,,10 digit,,,,"4,161"
PEGAPTANIB SODIUM,,,,,8665505030,,10 digit,,,,"4,162"
PEGASPARGASE,,,,,2125006000,,10 digit,,,,"4,163"
PEGFILGRASTIM,,,,,8240157000,,10 digit,,,,"4,164"
PEGINESATIDE ACETATE,,,,,8240106010,,10 digit,,,,"4,165"
PEGINTERFERON ALFA-2A,,,,,1235306005,,10 digit,,,,"4,166"
PEGINTERFERON ALFA-2B,,,,,1235306010,,10 digit,,,,"4,167"
PEGINTERFERON ALFA-2B,,,,,2170007520,,10 digit,,,,"4,168"
PEGLOTICASE,,,,,6800005000,,10 digit,,,,"4,169"
PEGVISOMANT,,,,,3018006000,,10 digit,,,,"4,170"
PEMETREXED DISODIUM,,,,,2130005310,,10 digit,,,,"4,171"
PEMIROLAST POTASSIUM,,,,,8680207010,,10 digit,,,,"4,172"
PEMOLINE,,,,,9672504100,,10 digit,,,,"4,173"
PENBUTOLOL SULFATE,,,,,3310002510,,10 digit,,,,"4,174"
PENCICLOVIR,,,,,9035006000,,10 digit,,,,"4,175"
PENICILLAMINE,,,,9920003000,,10 digit,,,,"4,176",
PENICILLIN G BENZATHINE,,,,110002000,,10 digit,,,,"4,177",
PENICILLIN G BENZATHINE & PROC,,,,199000210,,10 digit,,,,"4,178",
PENICILLIN G POTASSIUM,,,,110001010,,10 digit,,,,"4,179",
PENICILLIN G POTASSIUM IN D5W,,,,110001011,,10 digit,,,,"4,180",
PENICILLIN G PROCAINE,,,,110003000,,10 digit,,,,"4,181",
PENICILLIN G SODIUM,,,,110001020,,10 digit,,,,"4,182",
PENICILLIN V POTASSIUM,,,,110004010,,10 digit,,,,"4,183",
PENNYROYAL OIL,,,,9672504238,,10 digit,,,,"4,184",
PENTAERYTHRITOL TETRANITRATE,,,,9672504242,,10 digit,,,,"4,185",
PENTAFLUOROPROP-TETRAFLUOROETH,,,,9085106500,,10 digit,,,,"4,186",
PENTAMIDINE ISETHIONATE,,,,1600004500,,10 digit,,,,"4,187",
PENTANOL,,,,9672504240,,10 digit,,,,"4,188",
PENTASODIUM TRIPHOSPHATE,,,,9672504243,,10 digit,,,,"4,189",
PENTASTARCH IN SALINE,,,,8530005011,,10 digit,,,,"4,190",
PENTAZOCINE LACTATE,,,,6520004020,,10 digit,,,,"4,191",
PENTAZOCINE-ACETAMINOPHEN,,,,6599400210,,10 digit,,,,"4,192",
PENTAZOCINE-NALOXONE,,,,6520004030,,10 digit,,,,"4,193",
PENTETATE CALCIUM TRISODIUM,,,,9310006020,,10 digit,,,,"4,194",
PENTETATE INDIUM DISOD IN 111,,,,9435404070,,10 digit,,,,"4,195",
PENTETATE ZINC TRISODIUM,,,,9310006050,,10 digit,,,,"4,196",
PENTOBARBITAL SODIUM,,,,6010005510,,10 digit,,,,"4,197",
PENTOSAN POLYSULFATE SODIUM,,,,5650006010,,10 digit,,,,"4,198",
PENTOSAN POLYSULFATE SODIUM,,,,9672504244,,10 digit,,,,"4,199",
PENTOSTATIN,,,,2170004500,,10 digit,,,,"4,200",
PENTOXIFYLLINE,,,,8520001000,,10 digit,,,,"4,201",
PENTOXIFYLLINE,,,,9672504245,,10 digit,,,,"4,202",
PENTYLENE GLYCOL,,,,9672504254,,10 digit,,,,"4,203",
PENTYLENETETRAZOL,,,,9672504260,,10 digit,,,,"4,204",
PEPPERMINT OIL,,,,9620257600,,10 digit,,,,"4,205",
PEPPERMINT SPIRIT,,,,9620007000,,10 digit,,,,"4,206",
PEPSIN,,,,5120003000,,10 digit,,,,"4,207",
PERFLUTREN LIPID MICROSPHERE,,,,9450007530,,10 digit,,,,"4,208",
PERFLUTREN PROTEIN A MICROSPH,,,,9450007540,,10 digit,,,,"4,209",
PERGOLIDE MESYLATE,,,,9672505421,,10 digit,,,,"4,210",
PERILLYL ALCOHOL,,,,9672505500,,10 digit,,,,"4,211",
PERINDOPRIL ERBUMINE,,,,3610003510,,10 digit,,,,"4,212",
PERITONEAL DIALYSIS CATHETERS,,,,9717100000,,10 digit,,,,"4,213",
PERITONEAL DIALYSIS DEVICES,,,,9717200000,,10 digit,,,,"4,214",
PERITONEAL DIALYSIS SOLUTIONS,,,,9970000000,,10 digit,,,,"4,215",
PERMETHRIN,,,,9672505560,,10 digit,,,,"4,216",
PERMETHRIN,,,,9090003500,,10 digit,,,,"4,217",
PERMETHRIN & PYRETH-PIP BUT,,,,9090990320,,10 digit,,,,"4,218",
PERPHENAZINE,,,,9672505600,,10 digit,,,,"4,219",
PERPHENAZINE,,,,5920004500,,10 digit,,,,"4,220",
PERPHENAZINE-AMITRIPTYLINE,,,,6299400260,,10 digit,,,,"4,221",
PERTUZUMAB,,,,2135305400,,10 digit,,,,"4,222",
PERUVIAN BALSAM,,,,9640004000,,10 digit,,,,"4,223",
PETITGRAIN OIL,,,,9620257700,,10 digit,,,,"4,224",
PETROLATUM,,,,9065002300,,10 digit,,,,"4,225",
PETROLATUM,,,,9860004000,,10 digit,,,,"4,226",
PETROLATUM HYDROPHILIC,,,,9860004010,,10 digit,,,,"4,227",
PETROLATUM-LANOLIN-ZINC OXIDE,,,,9097990320,,10 digit,,,,"4,228",
PETROLATUM-ZINC OXIDE,,,,9097990254,,10 digit,,,,"4,229",
PEUCEDANUM OSTRUTHIUM EXTRACT,,,,9672506320,,10 digit,,,,"4,230",
PH TEST,,,,9410004600,,10 digit,,,,"4,231",
PHARMACEUTICAL EXCIPIENTS,,,,9835009900,,10 digit,,,,"4,232",
PHASEOLUS VULGARIS-GREEN TEA,,,,9599024828,,10 digit,,,,"4,233",
PHENACEMIDE,,,,9672561370,,10 digit,,,,"4,234",
PHENACETIN,,,,9672561400,,10 digit,,,,"4,235",
NAME,,,,,CODE,,Digit Match Level,,,,Count
PHENAZOPYRIDINE HCL,,,,,5630001010,,10 digit,,,,"4,236"
PHENAZOPYRIDINE-BUTABARB-HYOSC,,,,,5499000310,,10 digit,,,,"4,237"
PHENDIMETRAZINE TARTRATE,,,,,6120005010,,10 digit,,,,"4,238"
PHENELZINE SULFATE,,,,,5810002010,,10 digit,,,,"4,239"
PHENELZINE SULFATE,,,,,9672561475,,10 digit,,,,"4,240"
PHENINDIONE,,,,,9672561490,,10 digit,,,,"4,241"
PHENIR-PE-SOD SAL-CAFF CIT,,,,,4399400454,,10 digit,,,,"4,242"
PHENIRAMINE MALEATE,,,,,9672561510,,10 digit,,,,"4,243"
PHENIRAMINE-PE-APAP,,,,,4399400332,,10 digit,,,,"4,244"
PHENOBARBITAL,,,,,6010006000,,10 digit,,,,"4,245"
PHENOBARBITAL SODIUM,,,,,6010006010,,10 digit,,,,"4,246"
PHENOL,,,,,9200003000,,10 digit,,,,"4,247"
PHENOL,,,,,8815007000,,10 digit,,,,"4,248"
PHENOL-GLYCERIN,,,,,8815990255,,10 digit,,,,"4,249"
PHENOL-PHENOLATE SODIUM,,,,,8815990260,,10 digit,,,,"4,250"
PHENOL-SODIUM BORATE,,,,,8810990200,,10 digit,,,,"4,251"
PHENOLPHTHALEIN,,,,,9672561645,,10 digit,,,,"4,252"
"PHENOLPHTHALEIN, YELLOW",,,,,9672561643,,10 digit,,,,"4,253"
PHENOLPHTHALEIN-DSS,,,,,4699100260,,10 digit,,,,"4,254"
PHENOLSULFONIC ACID,,,,,9672561644,,10 digit,,,,"4,255"
PHENOLSULFONPHTHALEIN,,,,,9630004700,,10 digit,,,,"4,256"
PHENOXYBENZAMINE HCL,,,,,9672561646,,10 digit,,,,"4,257"
PHENOXYBENZAMINE HCL,,,,,3630001010,,10 digit,,,,"4,258"
PHENOXYETHANOL,,,,,9672561600,,10 digit,,,,"4,259"
PHENTERMINE HCL,,,,,9672561647,,10 digit,,,,"4,260"
PHENTERMINE HCL,,,,,6120007010,,10 digit,,,,"4,261"
PHENTOLAMINE MESYLATE,,,,,3630002010,,10 digit,,,,"4,262"
PHENTOLAMINE MESYLATE,,,,,9672561648,,10 digit,,,,"4,263"
PHENYL ACETATE,,,,,9672561649,,10 digit,,,,"4,264"
PHENYL SALICYLATE,,,,,9672561650,,10 digit,,,,"4,265"
PHENYLALANINE,,,,,8030304000,,10 digit,,,,"4,266"
PHENYLBUTAZONE,,,,,6610101000,,10 digit,,,,"4,267"
PHENYLEP T-BROMPHN T-CARBETA T,,,,4399580307,,10 digit,,,,"4,268",
PHENYLEP T-CHLRPHN T-CARBETA T,,,,4399580313,,10 digit,,,,"4,269",
PHENYLEP T-PYRIL T-CARBETA T,,,,4399580318,,10 digit,,,,"4,270",
PHENYLEPH TAN-BPM TAN-DM TAN,,,,4399580309,,10 digit,,,,"4,271",
PHENYLEPH TAN-CARBETAPENT TAN,,,,4399560217,,10 digit,,,,"4,272",
PHENYLEPH TAN-CPM TAN-DM TAN,,,,4399580311,,10 digit,,,,"4,273",
PHENYLEPH TAN-PYRIL TAN-DM TAN,,,,4399580319,,10 digit,,,,"4,274",
PHENYLEPH TAN-PYRIL TAN-GG,,,,4399660326,,10 digit,,,,"4,275",
PHENYLEPH-BPM-DIHYDROCODEINE,,,,4399530390,,10 digit,,,,"4,276",
PHENYLEPH-BROMPHEN-CHLOPHED,,,,4399580376,,10 digit,,,,"4,277",
PHENYLEPH-CARBETAPENTANE-GG,,,,4399730360,,10 digit,,,,"4,278",
PHENYLEPH-CHLORPHEN-CARBETAPEN,,,,4399580367,,10 digit,,,,"4,279",
PHENYLEPH-CHLORPHEN-CHLOPHED,,,,4399580377,,10 digit,,,,"4,280",
PHENYLEPH-CHLORPHEN-CODEINE,,,,4399530314,,10 digit,,,,"4,281",
PHENYLEPH-CPM-DIHYDROCODEINE,,,,4399530313,,10 digit,,,,"4,282",
PHENYLEPH-CPM-DM-APAP,,,,4399590416,,10 digit,,,,"4,283",
PHENYLEPH-DEXBROMPHEN-CHLOPHED,,,,4399580368,,10 digit,,,,"4,284",
PHENYLEPH-DEXCHLORPHEN-CODEINE,,,,4399530317,,10 digit,,,,"4,285",
PHENYLEPH-DIHYDROCODEINE-GG,,,,4399730365,,10 digit,,,,"4,286",
PHENYLEPH-DIPHENHYD-CODEINE,,,,4399530330,,10 digit,,,,"4,287",
PHENYLEPH-DIPHENHYD-DM-APAP,,,,4399590417,,10 digit,,,,"4,288",
PHENYLEPH-DIPHENHYDRAMINE-DM,,,,4399580354,,10 digit,,,,"4,289",
PHENYLEPH-DOXYLAMINE-DM-APAP,,,,4399590418,,10 digit,,,,"4,290",
PHENYLEPH-GG-CPM-METHSCOP,,,,4399630450,,10 digit,,,,"4,291",
PHENYLEPH-POT GUAIACOLSULF,,,,4399620212,,10 digit,,,,"4,292",
PHENYLEPH-PROMETHAZINE-COD,,,,4399530310,,10 digit,,,,"4,293",
PHENYLEPH-PYRIL-CODEINE,,,,4399530312,,10 digit,,,,"4,294",
PHENYLEPH-PYRIL-DIHYDROCODEINE,,,,4399530393,,10 digit,,,,"4,295",
PHENYLEPH-PYRILAMINE-CHLOPHED,,,,4399580373,,10 digit,,,,"4,296",
PHENYLEPH-SHARK LIV O-GLYC-PET,,,,8999400458,,10 digit,,,,"4,297",
PHENYLEPH-SHARK LIV OIL-MO-PET,,,,8999400460,,10 digit,,,,"4,298",
PHENYLEPH-TRIPROLID-CHLOPHED,,,,4399580375,,10 digit,,,,"4,299",
PHENYLEPHRINE HCL,,,,4210205010,,10 digit,,,,"4,300",
PHENYLEPHRINE HCL,,,,4210104010,,10 digit,,,,"4,301",
PHENYLEPHRINE HCL,,,,8640004010,,10 digit,,,,"4,302",
PHENYLEPHRINE HCL (PRESSORS),,,,3800009510,,10 digit,,,,"4,303",
PHENYLEPHRINE IN HARD FAT,,,,8999400245,,10 digit,,,,"4,304",
PHENYLEPHRINE TAN-GUAIFENESIN,,,,4399620211,,10 digit,,,,"4,305",
PHENYLEPHRINE TANNATE,,,,4210104040,,10 digit,,,,"4,306",
PHENYLEPHRINE-ACETAMINOPHEN,,,,4399100210,,10 digit,,,,"4,307",
PHENYLEPHRINE-APAP-CAFFEINE,,,,4399100310,,10 digit,,,,"4,308",
PHENYLEPHRINE-APAP-GUAIFENESIN,,,,4399670350,,10 digit,,,,"4,309",
PHENYLEPHRINE-BROMPHEN-CODEINE,,,,4399530311,,10 digit,,,,"4,310",
PHENYLEPHRINE-BROMPHEN-DM,,,,4399580308,,10 digit,,,,"4,311",
PHENYLEPHRINE-BROMPHEN-GG,,,,4399660318,,10 digit,,,,"4,312",
PHENYLEPHRINE-CHLOPHEDIANOL-GG,,,,4399730317,,10 digit,,,,"4,313",
PHENYLEPHRINE-CHLORPHEN-DM,,,,4399580312,,10 digit,,,,"4,314",
PHENYLEPHRINE-CHLORPHEN-GG,,,,4399660320,,10 digit,,,,"4,315",
PHENYLEPHRINE-COCOA BUTTER,,,,8999400233,,10 digit,,,,"4,316",
PHENYLEPHRINE-CODEINE,,,,4399510215,,10 digit,,,,"4,317",
PHENYLEPHRINE-CODEINE-GG,,,,4399730311,,10 digit,,,,"4,318",
PHENYLEPHRINE-CODEINE-GG-APAP,,,,4399830440,,10 digit,,,,"4,319",
PHENYLEPHRINE-DEXBROMPHEN-DM,,,,4399580350,,10 digit,,,,"4,320",
PHENYLEPHRINE-DIHYDROCODEINE,,,,4399510216,,10 digit,,,,"4,321",
PHENYLEPHRINE-DIPHENHYD-DM-GG,,,,4399800488,,10 digit,,,,"4,322",
PHENYLEPHRINE-DM,,,,4399560215,,10 digit,,,,"4,323",
PHENYLEPHRINE-DM-GG,,,,4399730310,,10 digit,,,,"4,324",
PHENYLEPHRINE-DM-GG-APAP,,,,4399830410,,10 digit,,,,"4,325",
PHENYLEPHRINE-GUAIFENESIN,,,,4399620210,,10 digit,,,,"4,326",
PHENYLEPHRINE-IBUPROFEN,,,,4399100240,,10 digit,,,,"4,327",
PHENYLEPHRINE-METHSCOPOLAMINE,,,,4399280230,,10 digit,,,,"4,328",
PHENYLEPHRINE-PHENIRAMINE-DM,,,,4399580315,,10 digit,,,,"4,329",
PHENYLEPHRINE-POLYVINYL ALC,,,,8640990248,,10 digit,,,,"4,330",
PHENYLEPHRINE-PYRILAMINE-DM,,,,4399580316,,10 digit,,,,"4,331",
PHENYLEPHRINE-PYRILAMINE-DM-GG,,,,4399800485,,10 digit,,,,"4,332",
PHENYLEPHRINE-WITCH HAZEL,,,,8999400237,,10 digit,,,,"4,333",
PHENYLEPHRINE-ZINC OXIDE,,,,8999400240,,10 digit,,,,"4,334",
PHENYLETHYL ALCOHOL,,,,9672561660,,10 digit,,,,"4,335",
PHENYLETHYLAMINE HCL,,,,9672561663,,10 digit,,,,"4,336",
PHENYLMERCURIC ACETATE,,,,9630007410,,10 digit,,,,"4,337",
PHENYLMERCURIC BORATE,,,,9630007415,,10 digit,,,,"4,338",
PHENYLMERCURIC NITRATE,,,,9630007430,,10 digit,,,,"4,339",
PHENYLPROPANOLAMINE HCL,,,,4210101010,,10 digit,,,,"4,340",
PHENYLTOLOX-MAG SALICYLATE,,,,6499100234,,10 digit,,,,"4,341",
PHENYLTOLOXAMINE CITRATE,,,,9672561667,,10 digit,,,,"4,342",
PHENYLTOLOXAMINE-ACETAMINOPHEN,,,,6499100230,,10 digit,,,,"4,343",
PHENYTOIN,,,,7220003000,,10 digit,,,,"4,344",
PHENYTOIN,,,,9672561675,,10 digit,,,,"4,345",
PHENYTOIN SODIUM,,,,7220003005,,10 digit,,,,"4,346",
PHENYTOIN SODIUM EXTENDED,,,,7220003020,,10 digit,,,,"4,347",
PHOSPHATIDYLCHOLINE,,,,8040006000,,10 digit,,,,"4,348",
PHOSPHATIDYLCHOLINE,,,,9672564700,,10 digit,,,,"4,349",
PHOSPHATIDYLSERINE,,,,9672564710,,10 digit,,,,"4,350",
PHOSPHATIDYLSERINE,,,,8040006500,,10 digit,,,,"4,351",
PHOSPHATIDYLSERINE-DHA-EPA,,,,8125990360,,10 digit,,,,"4,352",
PHOSPHORATED CARBOHYD-CAFF,,,,5030990245,,10 digit,,,,"4,353",
PHOSPHORIC ACID,,,,9610106000,,10 digit,,,,"4,354",
PHOSPHORUS PENTACHLORIDE,,,,9672564850,,10 digit,,,,"4,355",
PHTHALYLSULFATHIAZOLE,,,,9672566325,,10 digit,,,,"4,356",
NAME,,,,,CODE,,Digit Match Level,,,,Count
PHYSOSTIGMINE SALICYLATE,,,,,9630107820,,10 digit,,,,"4,357"
PHYSOSTIGMINE SALICYLATE,,,,,9300006010,,10 digit,,,,"4,358"
PHYTIC ACID,,,,,9672567525,,10 digit,,,,"4,359"
PHYTONADIONE,,,,,9672567560,,10 digit,,,,"4,360"
PHYTONADIONE,,,,,7720403000,,10 digit,,,,"4,361"
PHYTOSTEROL ESTERS,,,,,9548247560,,10 digit,,,,"4,362"
PHYTOSTEROL ESTERS-DHA-EPA,,,,,8125990365,,10 digit,,,,"4,363"
PHYTOSTEROL-FISH OIL-EPA-DHA,,,,,9599044910,,10 digit,,,,"4,364"
PHYTOSTEROLS,,,,,9548247555,,10 digit,,,,"4,365"
PICROTOXIN,,,,,9672580954,,10 digit,,,,"4,366"
PILOCARPINE HCL,,,,,9630007510,,10 digit,,,,"4,367"
PILOCARPINE HCL,,,,,8850156010,,10 digit,,,,"4,368"
PILOCARPINE HCL,,,,,8650103010,,10 digit,,,,"4,369"
PILOCARPINE NITRATE,,,,,9630007520,,10 digit,,,,"4,370"
PIMECROLIMUS,,,,,9078406000,,10 digit,,,,"4,371"
PIMOBENDAN,,,,,9672584000,,10 digit,,,,"4,372"
PIMOZIDE,,,,,6200003000,,10 digit,,,,"4,373"
PINDOLOL,,,,,3310003000,,10 digit,,,,"4,374"
PINE NEEDLE OIL,,,,,9672584215,,10 digit,,,,"4,375"
PINE OIL,,,,,9620258000,,10 digit,,,,"4,376"
PINE TAR,,,,,9052002000,,10 digit,,,,"4,377"
PINE TAR,,,,,9620008000,,10 digit,,,,"4,378"
PINEAPPLE EXTRACT,,,,,9672584500,,10 digit,,,,"4,379"
PIOGLITAZONE HCL,,,,,2760705010,,10 digit,,,,"4,380"
PIOGLITAZONE HCL-GLIMEPIRIDE,,,,,2799780240,,10 digit,,,,"4,381"
PIOGLITAZONE HCL-METFORMIN HCL,,,,,2799800240,,10 digit,,,,"4,382"
PIPERACILLIN SOD-TAZOBACTAM SO,,,,,199000270,,10 digit,,,,"4,383"
PIPERACILLIN SODIUM,,,,,140004010,,10 digit,,,,"4,384"
PIPERACILLIN-TAZOBACTAM IN DEX,,,,,199000272,,10 digit,,,,"4,385"
PIPERAZINE CITRATE,,,,,1500004010,,10 digit,,,,"4,386"
PIPERAZINE HYDRATE,,,,,9672584803,,10 digit,,,,"4,387"
PIPERINE,,,,,9672584815,,10 digit,,,,"4,388"
PIPERONYL BUTOXIDE,,,,9672584845,,10 digit,,,,"4,389",
PIRACETAM,,,,9672585403,,10 digit,,,,"4,390",
PIRBUTEROL ACETATE,,,,4420105500,,10 digit,,,,"4,391",
PIROXICAM,,,,6610007000,,10 digit,,,,"4,392",
PIROXICAM & DIET MANAGE PROD,,,,6699800270,,10 digit,,,,"4,393",
PITAVASTATIN CALCIUM,,,,3940005810,,10 digit,,,,"4,394",
PLACEBO,,,,9880001000,,10 digit,,,,"4,395",
PLANT STEROL STANOL-PANTETHINE,,,,9599024836,,10 digit,,,,"4,396",
PLANT STEROLS AND STANOLS,,,,9548360359,,10 digit,,,,"4,397",
PLANTAIN LEAF,,,,9672640342,,10 digit,,,,"4,398",
PLASMA HUMAN,,,,8540003000,,10 digit,,,,"4,399",
PLASMA PROTEIN FRACTION,,,,8540002000,,10 digit,,,,"4,400",
PLASTIBASE,,,,9860004500,,10 digit,,,,"4,401",
PLERIXAFOR,,,,8250206000,,10 digit,,,,"4,402",
PLURONIC F127 BASE,,,,9860004720,,10 digit,,,,"4,403",
PNEUMOCOCCAL 13-VAL CONJ VACC,,,,1720006530,,10 digit,,,,"4,404",
PNEUMOCOCCAL 7-VAL CONJ VACC,,,,1720006510,,10 digit,,,,"4,405",
PNEUMOCOCCAL VAC POLYVALENT,,,,1720006500,,10 digit,,,,"4,406",
PODIATRIC PRODUCTS,,,,9098000000,,10 digit,,,,"4,407",
PODOFILOX,,,,9075001500,,10 digit,,,,"4,408",
PODOFILOX,,,,9672701350,,10 digit,,,,"4,409",
PODOPHYLLUM RESIN,,,,9075002000,,10 digit,,,,"4,410",
POISON IVY TREATMENTS,,,,9095000000,,10 digit,,,,"4,411",
POLICOS-GARLIC-PLANT STEROLS,,,,9599034920,,10 digit,,,,"4,412",
POLICOS-PHYTST-OMEGA-B6-B12-FA,,,,8050990665,,10 digit,,,,"4,413",
POLICOSANOL,,,,9548453600,,10 digit,,,,"4,414",
POLICOSANOL,,,,9672706510,,10 digit,,,,"4,415",
POLIDOCANOL,,,,9965001800,,10 digit,,,,"4,416",
POLIOVIRUS VACCINE INACTIVATED,,,,1710005000,,10 digit,,,,"4,417",
POLOXAMER,,,,9835005010,,10 digit,,,,"4,418",
POLOXAMER-XYLITOL,,,,9835005100,,10 digit,,,,"4,419",
POLY FE CMPLX-FEHEMPOLY-FA-B12,,,,8299500440,,10 digit,,,,"4,420",
POLYCARBOPHIL,,,,9672707000,,10 digit,,,,"4,421",
POLYDEXTROSE,,,,9672707020,,10 digit,,,,"4,422",
POLYETHYL GLYCOL-POLYVINYL ALC,,,,8620990245,,10 digit,,,,"4,423",
POLYETHYL GLYCOL-PROPYL GLYCOL,,,,8620990248,,10 digit,,,,"4,424",
POLYETHYLENE,,,,9672707040,,10 digit,,,,"4,425",
POLYETHYLENE GLYCOL,,,,9860005000,,10 digit,,,,"4,426",
POLYETHYLENE GLYCOL 1000,,,,9860005025,,10 digit,,,,"4,427",
POLYETHYLENE GLYCOL 1450,,,,9860005030,,10 digit,,,,"4,428",
POLYETHYLENE GLYCOL 1500,,,,9860005035,,10 digit,,,,"4,429",
POLYETHYLENE GLYCOL 200,,,,9860005005,,10 digit,,,,"4,430",
POLYETHYLENE GLYCOL 300,,,,9860005010,,10 digit,,,,"4,431",
POLYETHYLENE GLYCOL 3350,,,,9860005045,,10 digit,,,,"4,432",
POLYETHYLENE GLYCOL 3350,,,,4660003300,,10 digit,,,,"4,433",
POLYETHYLENE GLYCOL 400,,,,8620004740,,10 digit,,,,"4,434",
POLYETHYLENE GLYCOL 400,,,,9860005015,,10 digit,,,,"4,435",
POLYETHYLENE GLYCOL 4500,,,,9860005058,,10 digit,,,,"4,436",
POLYETHYLENE GLYCOL 6000,,,,9860005065,,10 digit,,,,"4,437",
POLYETHYLENE GLYCOL 8000,,,,9860005080,,10 digit,,,,"4,438",
POLYMYXIN B SULFATE,,,,1610001010,,10 digit,,,,"4,439",
POLYMYXIN B-TRIMETHOPRIM,,,,8610990260,,10 digit,,,,"4,440",
POLYOXYETH 40 SORB SEPTAOLEATE,,,,9672707466,,10 digit,,,,"4,441",
POLYOXYETHYL (100) STEARYL ETH,,,,9672707480,,10 digit,,,,"4,442",
POLYOXYETHYL (20) STEARYL ETH,,,,9672707470,,10 digit,,,,"4,443",
POLYOXYETHYL (21) STEARYL ETH,,,,9672707471,,10 digit,,,,"4,444",
POLYOXYETHYLENE (2) OLEYL ETH,,,,9672707450,,10 digit,,,,"4,445",
POLYOXYETHYLENE (20) CETYL ETH,,,,9672707420,,10 digit,,,,"4,446",
POLYOXYETHYLENE (20) OLEYL ETH,,,,9672707460,,10 digit,,,,"4,447",
POLYOXYETHYLENE (23) LAURYL ET,,,,9672707440,,10 digit,,,,"4,448",
POLYOXYETHYLENE (4) LAURYL ETH,,,,9672707430,,10 digit,,,,"4,449",
POLYOXYL 40 STEARATE,,,,9837006040,,10 digit,,,,"4,450",
POLYOXYL 50 STEARATE,,,,9837006050,,10 digit,,,,"4,451",
POLYOXYPROPYL 15 STEARYL ETHER,,,,9672707482,,10 digit,,,,"4,452",
POLYPODIUM LEUCOTOMOS,,,,9548456050,,10 digit,,,,"4,453",
POLYSACCH FE CMP-FE HEME POLY,,,,8299200270,,10 digit,,,,"4,454",
POLYSACCH FE COMPLEX-VIT C-FA,,,,8299200355,,10 digit,,,,"4,455",
POLYSACCHARIDE IRON COMPLEX,,,,8230005000,,10 digit,,,,"4,456",
POLYSORBATE 20,,,,9620008100,,10 digit,,,,"4,457",
POLYSORBATE 40,,,,9620008200,,10 digit,,,,"4,458",
POLYSORBATE 60,,,,9620008300,,10 digit,,,,"4,459",
POLYSORBATE 80,,,,9620008500,,10 digit,,,,"4,460",
POLYSORBATE 80,,,,8620004900,,10 digit,,,,"4,461",
POLYSORBATE 80-LECITHIN,,,,9860008400,,10 digit,,,,"4,462",
POLYSORBATE 81,,,,9620008900,,10 digit,,,,"4,463",
POLYTETRAFLUOROETHYLENE,,,,9672707495,,10 digit,,,,"4,464",
POLYVIN ALC-POVIDON-DIMETHYLAM,,,,8620990360,,10 digit,,,,"4,465",
POLYVINYL ALCOHOL,,,,8620005000,,10 digit,,,,"4,466",
POLYVINYL ALCOHOL,,,,9672707503,,10 digit,,,,"4,467",
POLYVINYL ALCOHOL-POVIDONE,,,,8620990250,,10 digit,,,,"4,468",
POMEGRANATE (PUNICA GRANATUM),,,,9548456650,,10 digit,,,,"4,469",
POMEGRANATE EXTRACT,,,,9672707600,,10 digit,,,,"4,470",
POMEGRANATE SEED,,,,9672707620,,10 digit,,,,"4,471",
POMEGRANATE-CITRUS BIOFLAV,,,,9599024850,,10 digit,,,,"4,472",
POMEGRANATE-TEA-GRAPE-BILBERRY,,,,9599045030,,10 digit,,,,"4,473",
PONAZURIL,,,,9672707700,,10 digit,,,,"4,474",
PORACTANT ALFA,,,,4500008011,,10 digit,,,,"4,475",
PORFIMER SODIUM,,,,2170707010,,10 digit,,,,"4,476",
POSACONAZOLE,,,,1140706000,,10 digit,,,,"4,477",
POT & SOD AC PHOSPHATES,,,,5610100220,,10 digit,,,,"4,478",
POT & SOD CIT-CIT AC,,,,5620203010,,10 digit,,,,"4,479",
POT & SOD CITRATES,,,,5620202500,,10 digit,,,,"4,480",
POT ACET-POT GLUC-POT PHOS MON,,,,7970990340,,10 digit,,,,"4,481",
POT CL IN D5W LACT RINGERS,,,,7999300325,,10 digit,,,,"4,482",
POT SORBATE-SOD LAC-LA-CPYRD,,,,5540990445,,10 digit,,,,"4,483",
"POTASH, SULFURATED",,,,9630004900,,10 digit,,,,"4,484",
POTASSIUM,,,,7970000500,,10 digit,,,,"4,485",
POTASSIUM & SODIUM PHOSPHATES,,,,7960003000,,10 digit,,,,"4,486",
POTASSIUM ACETATE,,,,7970001000,,10 digit,,,,"4,487",
POTASSIUM ACETATE,,,,9672707920,,10 digit,,,,"4,488",
POTASSIUM ALGINATE,,,,9672707930,,10 digit,,,,"4,489",
POTASSIUM AMINOBENZOATE,,,,7710701010,,10 digit,,,,"4,490",
POTASSIUM ASCORBATE,,,,9672707973,,10 digit,,,,"4,491",
POTASSIUM ASPARTATE,,,,9672707980,,10 digit,,,,"4,492",
POTASSIUM AZELAOYL DIGLYCINATE,,,,9672707990,,10 digit,,,,"4,493",
POTASSIUM BENZOATE,,,,9672708010,,10 digit,,,,"4,494",
POTASSIUM BICARB & CHLORIDE,,,,7970990210,,10 digit,,,,"4,495",
POTASSIUM BICARB-CITRIC ACID,,,,7970990211,,10 digit,,,,"4,496",
POTASSIUM BICARBONATE,,,,7970002000,,10 digit,,,,"4,497",
POTASSIUM BITARTRATE,,,,9630005010,,10 digit,,,,"4,498",
